Text,Sentiment
"Avalanche recorded a -5.95% change in the last 24 hours, with a trading volume of $7253393.02 and market cap $48072046668.16. News sentiment score is -0.447 and social sentiment is 0.203.",Negative
"Polkadot recorded a -8.57% change in the last 24 hours, with a trading volume of $4236209.98 and market cap $122635178414.42. News sentiment score is 0.115 and social sentiment is 0.247.",Negative
"Cardano recorded a -4.1% change in the last 24 hours, with a trading volume of $802314.98 and market cap $6876049992.06. News sentiment score is -0.501 and social sentiment is -0.59.",Negative
"Avalanche recorded a -0.05% change in the last 24 hours, with a trading volume of $1291674.46 and market cap $388372495111.77. News sentiment score is 0.434 and social sentiment is 0.471.",Neutral
"Chainlink recorded a 3.61% change in the last 24 hours, with a trading volume of $4595770.45 and market cap $46498906399.94. News sentiment score is -0.529 and social sentiment is -0.058.",Negative
"Ethereum recorded a 1.54% change in the last 24 hours, with a trading volume of $907255.85 and market cap $31602741477724.3. News sentiment score is 0.424 and social sentiment is 0.158.",Neutral
"Ethereum recorded a 1.73% change in the last 24 hours, with a trading volume of $7772068.87 and market cap $39391109263561.75. News sentiment score is 0.111 and social sentiment is -0.196.",Negative
"Polkadot recorded a 0.9% change in the last 24 hours, with a trading volume of $2388884.81 and market cap $83365516466.43. News sentiment score is -0.091 and social sentiment is -0.209.",Negative
"Polygon recorded a 2.68% change in the last 24 hours, with a trading volume of $2026199.74 and market cap $10461686050.22. News sentiment score is -0.392 and social sentiment is -0.154.",Negative
"Cardano recorded a -0.04% change in the last 24 hours, with a trading volume of $7034397.93 and market cap $4166245292.68. News sentiment score is -0.234 and social sentiment is -0.326.",Negative
"Polkadot recorded a -1.65% change in the last 24 hours, with a trading volume of $10618049.43 and market cap $55036083835.23. News sentiment score is 0.251 and social sentiment is -0.222.",Negative
"Avalanche recorded a -9.01% change in the last 24 hours, with a trading volume of $6577612.28 and market cap $387088248010.98. News sentiment score is -1.0 and social sentiment is -0.749.",Negative
"Ethereum recorded a -3.21% change in the last 24 hours, with a trading volume of $2162162.59 and market cap $16803848046072.32. News sentiment score is 0.064 and social sentiment is -0.16.",Negative
"Algorand recorded a -1.45% change in the last 24 hours, with a trading volume of $1588635.3 and market cap $4849816523.64. News sentiment score is 0.323 and social sentiment is -0.396.",Negative
"Algorand recorded a 3.19% change in the last 24 hours, with a trading volume of $2638659.58 and market cap $7190461436.05. News sentiment score is -0.745 and social sentiment is -0.321.",Negative
"Algorand recorded a -7.25% change in the last 24 hours, with a trading volume of $4082346.08 and market cap $3162670094.4. News sentiment score is 0.121 and social sentiment is 0.092.",Negative
"Polkadot recorded a 9.41% change in the last 24 hours, with a trading volume of $531579.71 and market cap $153393686045.86. News sentiment score is 0.1 and social sentiment is 0.076.",Negative
"Avalanche recorded a -11.6% change in the last 24 hours, with a trading volume of $1733325.06 and market cap $547476044861.19. News sentiment score is 0.082 and social sentiment is 0.111.",Negative
"Ethereum recorded a 14.11% change in the last 24 hours, with a trading volume of $4730718.67 and market cap $43469826003896.53. News sentiment score is 0.562 and social sentiment is 0.047.",Neutral
"Chainlink recorded a 1.44% change in the last 24 hours, with a trading volume of $4571098.65 and market cap $251094496179.19. News sentiment score is 0.291 and social sentiment is 0.377.",Negative
"Polkadot recorded a -7.24% change in the last 24 hours, with a trading volume of $2912207.16 and market cap $135927898642.63. News sentiment score is -0.049 and social sentiment is -0.033.",Negative
"Ethereum recorded a 11.53% change in the last 24 hours, with a trading volume of $20230134.89 and market cap $30583329729571.2. News sentiment score is -0.011 and social sentiment is -0.004.",Negative
"Cardano recorded a -11.12% change in the last 24 hours, with a trading volume of $1499460.91 and market cap $8864967343.48. News sentiment score is 0.327 and social sentiment is 0.533.",Negative
"Polygon recorded a -4.67% change in the last 24 hours, with a trading volume of $1167009.36 and market cap $16398702377.59. News sentiment score is -0.262 and social sentiment is -0.144.",Negative
"Polkadot recorded a 4.57% change in the last 24 hours, with a trading volume of $2631110.19 and market cap $171358801794.06. News sentiment score is -0.166 and social sentiment is -0.217.",Negative
"Polygon recorded a 2.03% change in the last 24 hours, with a trading volume of $10290753.96 and market cap $4611288404.55. News sentiment score is 0.231 and social sentiment is 0.339.",Negative
"Bitcoin recorded a 6.39% change in the last 24 hours, with a trading volume of $10126913.89 and market cap $131449463498185.28. News sentiment score is 0.098 and social sentiment is 0.29.",Negative
"Polygon recorded a 0.63% change in the last 24 hours, with a trading volume of $2976211.03 and market cap $5606487259.48. News sentiment score is 0.057 and social sentiment is 0.21.",Negative
"Bitcoin recorded a 11.24% change in the last 24 hours, with a trading volume of $21960369.34 and market cap $113333549278845.58. News sentiment score is 0.405 and social sentiment is 0.278.",Neutral
"Cosmos recorded a -4.55% change in the last 24 hours, with a trading volume of $7579842.93 and market cap $182034832008.76. News sentiment score is 0.172 and social sentiment is 0.129.",Negative
"Avalanche recorded a 1.18% change in the last 24 hours, with a trading volume of $1463930.39 and market cap $176290050499.15. News sentiment score is -0.68 and social sentiment is -0.313.",Negative
"Bitcoin recorded a 1.64% change in the last 24 hours, with a trading volume of $597537.15 and market cap $753132162164381.0. News sentiment score is 0.421 and social sentiment is 0.28.",Neutral
"Cosmos recorded a 3.43% change in the last 24 hours, with a trading volume of $675237.22 and market cap $224273858912.08. News sentiment score is 0.403 and social sentiment is 0.234.",Neutral
"Algorand recorded a 7.43% change in the last 24 hours, with a trading volume of $1399851.21 and market cap $3038662546.37. News sentiment score is 0.999 and social sentiment is -0.201.",Positive
"Avalanche recorded a -8.1% change in the last 24 hours, with a trading volume of $1826662.56 and market cap $71915996640.46. News sentiment score is -0.242 and social sentiment is -0.04.",Negative
"Ethereum recorded a 1.86% change in the last 24 hours, with a trading volume of $1245866.97 and market cap $1630785322004.85. News sentiment score is -0.113 and social sentiment is -0.394.",Negative
"Avalanche recorded a 11.71% change in the last 24 hours, with a trading volume of $6544729.07 and market cap $125157341320.67. News sentiment score is 0.685 and social sentiment is 0.331.",Positive
"Solana recorded a 14.13% change in the last 24 hours, with a trading volume of $3629068.82 and market cap $534476068988.0. News sentiment score is 0.24 and social sentiment is -0.202.",Negative
"Cosmos recorded a 22.13% change in the last 24 hours, with a trading volume of $13840538.56 and market cap $21499860597.25. News sentiment score is 0.244 and social sentiment is 0.351.",Negative
"Cosmos recorded a -9.37% change in the last 24 hours, with a trading volume of $1553676.19 and market cap $66265399696.65. News sentiment score is -0.037 and social sentiment is -0.076.",Negative
"Cardano recorded a 3.65% change in the last 24 hours, with a trading volume of $2563197.27 and market cap $5827203814.3. News sentiment score is -0.028 and social sentiment is 0.38.",Negative
"Algorand recorded a 6.21% change in the last 24 hours, with a trading volume of $9526396.15 and market cap $2526353096.03. News sentiment score is -0.188 and social sentiment is -0.443.",Negative
"Ethereum recorded a 14.15% change in the last 24 hours, with a trading volume of $3077205.92 and market cap $57142422011759.3. News sentiment score is 0.1 and social sentiment is 0.793.",Negative
"Solana recorded a 6.38% change in the last 24 hours, with a trading volume of $7676294.92 and market cap $498864952470.17. News sentiment score is -0.102 and social sentiment is 0.248.",Negative
"Polkadot recorded a 21.01% change in the last 24 hours, with a trading volume of $2438049.13 and market cap $111858473840.0. News sentiment score is -0.245 and social sentiment is -0.41.",Negative
"Bitcoin recorded a 2.15% change in the last 24 hours, with a trading volume of $16821010.39 and market cap $232248520632528.9. News sentiment score is -0.761 and social sentiment is -0.305.",Negative
"Bitcoin recorded a -5.96% change in the last 24 hours, with a trading volume of $2171608.91 and market cap $200119930401144.1. News sentiment score is 0.052 and social sentiment is -0.203.",Negative
"Polkadot recorded a 10.34% change in the last 24 hours, with a trading volume of $2869551.71 and market cap $130149529290.7. News sentiment score is 0.145 and social sentiment is 0.345.",Negative
"Ethereum recorded a -2.03% change in the last 24 hours, with a trading volume of $5912402.57 and market cap $27761947169983.13. News sentiment score is -0.26 and social sentiment is 0.071.",Negative
"Cardano recorded a 4.44% change in the last 24 hours, with a trading volume of $11199522.9 and market cap $2048343779.79. News sentiment score is -0.101 and social sentiment is 0.486.",Negative
"Polygon recorded a -12.32% change in the last 24 hours, with a trading volume of $2000475.18 and market cap $14394657938.71. News sentiment score is -0.023 and social sentiment is 0.062.",Negative
"Bitcoin recorded a 1.64% change in the last 24 hours, with a trading volume of $3071993.05 and market cap $125500488317136.77. News sentiment score is -0.147 and social sentiment is -0.504.",Negative
"Polygon recorded a -1.47% change in the last 24 hours, with a trading volume of $28614528.13 and market cap $3102902310.43. News sentiment score is 0.403 and social sentiment is 0.268.",Neutral
"Cosmos recorded a 4.23% change in the last 24 hours, with a trading volume of $5160146.76 and market cap $45566825999.3. News sentiment score is 0.044 and social sentiment is -0.025.",Negative
